Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1795,19130,15968,22378,19511,11.1969,1.2769,2.70,,,,,,717,775,203.94,247.47,240.11,10978,8169,,,65.02,1577,7.60,,,,1.11,5.94,5.11,116.32,,0.41,1.15,15.70,44.89,1.70,5.00,5.00,,4.52,,,,1.06,4.53,67.71,,,,,,16.66,16.14,44.02,,44,,,,,,,-20.7,-8.6,340,121.4,141.4,293.2,224.1,,,-6.8,-2.8,,
1796,19473,16251,22779,19861,11.3978,1.2998,2.52,,,,,,874,797,213.55,259.20,251.49,11094,8256,,,65.44,1603,0.16,,,,1.14,5.97,5.40,110.53,,0.43,1.18,2.42,45.84,1.72,5.00,5.00,,4.82,,,,1.07,4.29,62.40,,,,,,12.21,11.71,43.35,,47,,,,,,,-26.3,-10.5,381,130.1,151.4,335.7,262.7,,,-1.5,-0.6,,
1797,19332,16129,22614,19717,11.3151,1.2904,-0.13,,,,,,872,703,214.03,259.84,252.11,11243,8334,,,65.86,1630,-1.79,,,,1.15,6.03,5.33,113.08,,0.44,1.06,-9.98,51.77,1.57,5.00,5.00,,5.76,,,,0.86,4.44,60.41,,,,,,11.14,10.77,42.43,,45,,,,,,,-32.3,-12.8,410,139.8,162.8,384.5,249.1,,,11.9,4.7,,
1798,19518,16281,22831,19906,11.4239,1.3028,-1.05,,,,,,940,934,225.61,273.94,265.79,11377,8435,,,66.29,1657,-0.85,,,,1.20,6.17,5.59,110.36,,0.45,1.07,1.35,52.80,1.59,5.00,5.00,,5.93,,,,0.84,4.39,62.64,,,,,,12.79,12.16,43.03,,46,,,,,,,-19.3,-7.2,451,146.1,169.5,419.3,252.4,,,7.8,3.0,,
1799,20031,16705,23431,20429,11.7241,1.3370,-0.29,,,,,,930,940,249.66,303.20,294.18,11515,8526,,,66.71,1685,1.17,,,,1.29,6.35,5.67,112.02,,0.48,1.30,20.95,45.77,1.84,5.00,5.00,,5.09,,,,0.98,4.13,71.35,,,,,,12.69,12.05,42.34,,51,,,,,,,-14.4,-4.9,469,138.0,159.3,460.3,314.8,,,6.3,2.1,,
1800,21007,17515,24574,21425,12.2955,1.4022,2.72,,,,,,1028,1037,284.91,346.11,335.82,11596,8620,,,67.14,1713,2.59,,,,1.41,6.29,5.78,108.87,,0.50,1.69,30.02,37.23,2.23,5.00,5.00,,4.70,,,,1.10,4.55,100.01,,,,,,12.80,12.01,41.41,,54,,,,,,,-19.4,-5.8,497,128.5,147.9,471.6,358.7,,,4.0,1.2,,
1801,21196,17668,24794,21618,12.4061,1.4148,1.95,,,,,,1014,1079,303.98,369.36,411.90,11684,8671,,,67.16,1737,0.08,,,,1.49,6.47,5.81,111.33,,0.50,1.59,-5.41,39.43,2.30,5.00,5.00,,4.90,,,,1.11,4.38,89.93,,,,,,12.26,11.47,40.53,,56,,,,,,,-26.4,-6.4,544,132.0,151.7,498.2,365.1,,,2.8,0.8,,
1802,21442,17865,25082,21868,12.5600,1.4312,1.53,,,,,,1166,1078,262.45,319.81,359.86,11788,8731,,,67.18,1763,0.35,,,,1.28,6.27,4.91,127.67,,0.49,1.23,-22.84,50.08,1.81,5.00,5.00,,4.23,,,,1.21,4.48,84.31,,,,,,10.21,9.53,39.52,,57,,,,,,,-13.6,-3.8,562,156.1,181.5,547.4,438.7,,,13.8,4.5,,
1803,20993,17483,24557,21411,12.3069,1.4013,-2.10,,,,,,922,999,258.63,315.44,355.80,11929,8832,,,67.19,1789,-2.08,,,,1.28,6.18,5.17,119.58,,0.50,1.21,-1.38,51.72,1.83,5.00,5.00,,5.08,,,,1.03,4.54,79.79,,,,,,11.90,11.27,38.67,,60,,,,,,,-10.6,-3.0,573,161.0,187.8,563.4,417.4,,,3.1,1.0,,
1804,20974,17461,24535,21391,12.3007,1.4000,-3.68,,,,,,956,1006,275.22,335.59,377.95,12097,8945,,,67.21,1815,-0.88,,,,1.37,6.32,5.31,119.14,,0.53,1.30,6.93,50.61,1.84,5.00,5.00,,5.25,,,,1.01,4.55,81.95,,,,,,12.86,12.05,36.67,,59,,,,,,,-12.6,-3.3,596,157.7,183.6,573.3,395.4,,,7.2,2.2,,
1805,22246,18517,26023,22689,13.0444,1.4849,0.72,,,,,,924,1036,300.88,366.62,411.66,12280,9092,,,67.23,1841,3.57,,,,1.41,6.44,5.36,120.15,,0.56,1.46,12.28,48.09,2.01,5.00,5.00,,5.07,,,,1.10,4.35,88.50,,,,,,13.41,12.84,35.14,,59,,,,,,,-16.4,-4.0,625,151.8,176.0,596.7,426.3,,,2.5,0.7,,
1806,22160,18439,25922,22601,12.9984,1.4792,-1.14,,,,,,1001,1029,304.80,371.54,417.45,12461,9232,,,67.25,1868,-1.59,,,,1.43,6.22,5.10,121.99,,0.57,1.40,-3.81,50.47,1.99,5.00,5.00,,4.89,,,,1.18,4.43,83.28,,,,,,11.48,10.95,33.70,,58,,,,,,,-12.8,-3.1,646,154.8,179.7,626.8,452.0,,,8.3,2.3,,
1807,23608,19640,27616,24077,13.8459,1.5758,3.74,,,,,,992,1107,326.13,397.37,445.44,12636,9368,,,67.26,1895,4.08,,,,1.44,5.89,5.01,117.44,,0.57,1.39,-0.83,51.14,1.94,5.00,5.00,,4.77,,,,1.23,4.43,87.16,,,,,,11.28,10.74,31.73,,57,,,,,,,-8.5,-1.9,660,148.2,171.5,647.6,469.2,,,1.1,0.3,,
1808,22508,18716,26329,22956,13.2122,1.5024,-2.42,,,,,,1000,812,318.13,387.98,435.95,12805,9498,,,67.28,1923,-5.06,,,,1.47,5.71,5.84,97.81,,0.57,1.46,5.34,48.71,2.14,5.00,5.00,,4.52,,,,1.26,4.63,88.33,,,,,,11.12,10.46,31.74,,63,,,,,,,-9.8,-2.2,671,154.0,178.7,660.3,518.8,,,4.0,1.1,,
1809,23215,19299,27156,23677,13.6303,1.5496,-0.68,,,,,,1359,953,348.14,424.26,475.10,12976,9624,,,67.30,1951,1.84,,,,1.56,5.72,6.51,87.93,,0.58,1.60,8.99,45.73,2.29,5.00,5.00,,4.38,,,,1.35,4.57,97.09,,,,,,11.12,10.53,30.78,,68,,,,,,,-12.3,-2.6,683,143.9,166.2,671.2,531.1,,,6.6,1.6,,
1810,24711,20538,28906,25203,14.5087,1.6494,4.26,,,,,,1310,1270,383.96,467.57,521.87,13145,9738,,,67.32,1979,4.30,,,,1.62,5.74,6.08,94.30,,0.60,1.61,1.18,46.22,2.27,5.00,5.00,,4.41,,,,1.36,4.30,92.42,,,,,,11.94,10.37,29.61,,73,,,,,,,-8.6,-1.6,690,132.2,152.1,684.1,540.6,,,-7.2,-1.6,,
1811,24455,20317,28607,24942,14.3660,1.6324,1.97,,,,,,908,740,366.85,447.21,500.57,13321,9864,,,67.33,2008,-1.65,,,,1.56,5.52,5.60,98.61,,0.60,1.64,1.61,45.60,2.15,5.00,5.00,,4.67,,,,1.28,3.82,78.06,,,,,,12.07,10.15,28.33,,73,,,,,,,-16.3,-3.3,705,140.8,162.6,690.3,541.9,,,0.3,0.1,,
1812,23448,19473,27429,23915,13.7825,1.5652,-3.45,,,,,,1204,948,373.06,454.86,509.08,13525,9988,,,67.35,2038,-4.03,,,,1.66,5.12,6.01,85.33,,0.61,1.82,11.02,42.00,2.42,5.00,5.00,,5.01,,,,1.17,3.62,81.09,,,,,,13.08,10.79,26.91,,74,,,,,,,-24.5,-4.8,737,144.7,167.1,705.8,522.5,,,-9.5,-2.2,,
1813,24722,20527,28919,25213,14.5275,1.6501,0.60,,,,,,1612,1110,401.57,489.40,546.43,13742,10141,,,67.37,2068,4.06,,,,1.69,5.57,6.61,84.24,,0.61,1.83,0.64,41.69,2.50,5.00,5.00,,5.05,,,,1.11,3.75,70.51,,,,,,12.58,10.59,25.86,,76,,,,,,,-36.4,-6.7,819,149.9,172.5,738.5,554.6,,,-8.9,-1.9,,
1814,24175,20066,28279,24656,14.2115,1.6136,-2.90,,,,,,1565,1109,382.97,467.28,523.46,13959,10274,,,67.39,2099,-2.30,,,,1.65,5.92,6.92,85.57,,0.60,1.65,-10.16,45.74,2.27,5.00,5.00,,4.52,,,,1.16,4.24,65.18,,,,,,12.35,10.46,24.46,,82,,,,,,,-35.0,-6.7,846,161.7,186.9,824.6,616.1,,,-7.4,-1.6,,
1815,26757,22209,31299,27289,15.7188,1.7860,5.94,,,,,,1791,1214,395.20,482.21,539.78,14191,10458,,,67.40,2130,6.56,,,,1.54,5.04,5.95,84.71,,0.58,1.41,-14.40,51.10,1.92,5.00,5.00,,5.04,,,,1.08,4.90,73.59,,,,,,13.86,11.51,22.00,,78,,,,,,,-20.4,-3.8,891,165.1,190.6,846.6,666.9,,,3.0,0.6,,
1816,25355,21037,29660,25860,14.9035,1.6924,-0.78,,,,,,1541,1044,350.45,428.47,482.50,14430,10628,,,67.42,2161,-4.95,,,,1.44,4.67,4.94,94.55,,0.57,1.54,9.52,45.97,1.75,5.00,5.00,,4.81,,,,0.97,5.22,93.97,,,,,,13.58,11.49,19.91,,76,,,,,,,-2.1,-0.4,886,183.6,213.7,895.1,636.6,19.2,3.98,19.6,4.1,,
1817,25781,21386,30158,26294,15.1547,1.7209,-0.54,,,,,,1543,1181,363.81,444.74,500.15,14660,10802,,,67.44,2193,0.67,,,,1.47,4.64,5.17,89.77,,0.56,1.56,0.99,44.84,1.95,5.00,5.00,,3.99,,,,1.04,4.60,88.33,,,,,,19.26,12.67,17.86,,80,,,,,,,-1.1,-0.2,879,175.7,175.7,884.3,723.4,8,1.60,9.2,1.8,,
1818,25756,21358,30128,26268,15.1436,1.7192,-2.19,,,,,,1702,1459,377.98,462.06,519.26,14886,10957,,,67.46,2226,-1.03,,,,1.53,4.95,5.43,91.21,,0.55,1.52,-2.41,44.94,2.05,5.00,5.00,,3.85,,,,1.27,4.50,88.12,,,,,,14.48,11.92,22.37,,80,,,,,,,1.9,0.4,878,169.2,169.2,879.0,768.1,-0.7,-0.13,0.8,0.2,,
1819,25333,21000,29634,25837,14.9021,1.6910,-5.56,,,,,,1415,1191,352.32,431.34,486.83,15104,11122,,,67.47,2259,-1.96,,,,1.46,4.52,4.51,100.23,,0.54,1.46,-4.12,46.52,1.89,5.00,5.00,,4.19,,,,1.26,4.51,84.74,,,,,,12.78,10.37,22.33,,76,,,,,,,0.6,0.1,873,179.4,179.4,878.4,740.2,4.3,0.88,5.9,1.2,,
1820,27391,22703,32041,27936,16.1066,1.8283,0.35,,,,,,1533,1280,357.26,437.52,493.96,15335,11268,,,67.49,2292,4.78,,,,1.37,4.21,4.29,97.98,,0.53,1.36,-7.12,48.64,1.71,5.00,5.00,,4.38,,,,1.20,4.52,85.60,,,,,,12.74,10.41,20.02,,75,,,,,,,1.5,0.3,873,176.8,176.8,873.1,689.8,6.4,1.30,8.6,1.7,,
1821,27858,23087,32587,28412,16.3766,1.8595,0.02,,,,,,1621,1195,341.81,419.09,474.56,15586,11457,,,67.51,2334,0.00,,,,1.29,3.93,3.87,101.53,,0.50,1.26,-7.20,49.86,1.47,5.00,5.00,,4.00,,,,1.25,4.82,87.78,,,,,,13.05,10.79,27.86,,71,,,,,,,3.2,0.7,868,182.9,182.9,873.3,736.2,13.5,2.84,16.0,3.4,,
1822,28396,23531,33217,28961,16.6763,1.8954,-0.19,,,,,,1655,1206,325.22,399.14,453.00,15844,11652,,,67.53,2376,0.09,,,,1.20,3.73,3.75,99.47,,0.49,1.16,-7.69,53.16,1.30,4.00,4.42,,3.76,,,,1.36,4.98,80.73,,,,,,12.24,9.92,32.10,,74,,,,,,,3.4,0.8,879,194.1,194.1,867.8,781.7,12.8,2.83,16.1,3.6,,
1823,29233,24222,34196,29814,17.1502,1.9513,0.53,,,,,,1642,1410,340.12,417.27,472.29,16098,11839,,,67.54,2420,0.85,,,,1.22,3.57,3.74,95.67,,0.49,1.20,3.39,50.57,1.44,4.00,4.00,,3.78,,,,1.43,4.80,90.07,,,,,,13.25,10.84,30.19,,74,,,,,,,4.2,0.9,883,186.9,186.9,879.2,767.4,4.2,0.89,8.4,1.8,,
1824,30836,25549,36071,31449,18.0711,2.0583,3.67,,,,,,1818,1477,366.04,448.76,506.08,16335,12017,,,67.56,2464,3.26,,,,1.24,3.48,3.51,99.02,,0.49,1.25,4.18,49.01,1.50,4.00,4.00,,3.21,,,,1.72,4.87,103.30,,,,,,13.09,11.32,34.20,,75,,,,,,,4.2,0.8,873,172.5,172.5,882.6,853.9,8.3,1.64,12.8,2.5,,
1825,31532,26120,36885,32159,18.4660,2.1047,3.72,,,,,,1709,1847,404.97,495.94,556.48,16562,12208,,,67.58,2509,0.60,,,,1.34,3.80,4.04,94.01,,0.50,1.32,5.37,47.23,1.67,5.00,4.08,,3.39,,,,1.62,4.83,105.30,,,,,,12.40,10.76,41.20,,86,,,,,,,3.6,0.6,860,154.5,154.5,872.8,813.4,-8.5,-1.53,-3.0,-0.5,,
1826,29848,24716,34915,30442,17.4806,1.9923,-3.93,,,,,,1648,1547,354.07,434.65,490.96,16780,12374,,,67.60,2554,-4.50,,,,1.24,3.24,3.30,98.26,,0.50,1.26,-4.35,49.31,1.48,5.00,5.00,,3.81,,,,1.49,4.92,102.61,,,,,,12.17,10.07,43.15,,76,,,,,,,-0.9,-0.2,860,175.2,175.2,859.9,747.9,1.3,0.26,6.4,1.3,,
1827,32147,26618,37605,32787,18.8078,2.1458,1.30,,,,,,1920,1787,368.46,452.22,509.78,16999,12528,,,67.61,2601,5.03,,,,1.20,3.16,3.33,94.71,,0.49,1.20,-4.55,50.65,1.47,4.00,4.50,,3.58,,,,1.52,4.94,97.44,,,,,,14.99,11.10,43.64,,78,,,,,,,-1.2,-0.2,857,168.1,168.1,860.2,766.7,-1,-0.20,3.6,0.7,,
1828,32246,26693,37720,32887,18.8549,2.1524,-0.62,,,,,,1954,1826,368.09,451.97,509.61,17238,12728,,,67.63,2648,-0.24,,,,1.20,3.05,3.18,96.02,,0.49,1.21,0.97,50.10,1.42,4.00,4.00,,3.51,,,,1.52,4.93,103.37,,,,,,14.83,10.73,43.88,,81,,,,,,,3.0,0.6,852,167.1,167.1,856.9,780.9,-0.6,-0.12,3.5,0.7,,
1829,32519,26914,38040,33166,19.0044,2.1706,-2.03,,,,,,2103,1805,355.75,437.21,493.74,17473,12903,,,67.65,2696,-0.40,,,,1.15,2.78,3.04,91.45,,0.49,1.24,2.14,48.96,1.42,4.00,4.00,,3.39,,,,1.55,4.86,106.12,,,,,,14.31,10.36,44.98,,77,,,,,,,1.6,0.3,850,172.1,172.1,851.7,810.4,1.3,0.26,5.0,1.0,,
1830,33977,28116,39745,34653,19.8403,2.2679,0.06,43279,33342,1349,0.00,5443,2096,1893,369.25,453.72,511.41,17703,13074,,,67.67,2745,2.01,,,,1.14,2.89,2.99,96.42,,0.48,1.20,-3.17,50.11,1.40,4.00,4.00,,3.39,,,,1.48,4.76,101.53,,,,,,15.99,10.97,45.29,,82,,,,,,,2.6,0.5,840,164.3,164.3,849.9,791.3,1.1,0.22,4.1,0.8,0.90,0.2
1831,35067,29032,40957,35765,20.4206,2.3407,0.88,44250,34049,1608,0.43,5443,2191,2048,363.33,446.55,503.01,17941,13254,,,67.53,2821,-1.12,,,,1.09,2.76,3.07,89.98,,0.48,1.22,1.27,49.77,1.41,4.00,4.00,,3.72,,,,1.40,4.86,111.95,,,,,,15.48,10.57,45.65,,81,,,,,,,-0.9,-0.2,838,166.6,166.6,840.4,691.9,-3.8,-0.76,-1.1,-0.2,1.90,0.4
1832,35214,29128,41180,35914,20.5520,2.3505,-1.05,45795,34128,1193,-0.61,5637,2361,1766,361.06,444.38,502.58,18143,13394,,,67.40,2898,2.79,,,,1.08,2.56,3.01,84.86,,0.49,1.17,-3.53,51.76,1.35,4.00,4.00,,3.61,,,,1.50,4.86,108.99,,,,,,15.76,9.89,46.19,,78,,,,,,,0.5,0.1,838,166.8,166.8,838.1,703.3,4.5,0.90,7.3,1.5,6.30,1.3
1833,35652,29496,41641,36362,20.7861,2.3797,-2.18,45988,34600,1193,0.41,5637,2408,1858,352.97,434.55,491.71,18338,13565,,,67.27,2978,-1.26,,,,1.04,2.67,3.21,82.98,,0.49,1.13,-4.12,53.88,1.31,4.00,4.00,,3.43,,,,1.60,4.79,105.01,,,,,,16.99,11.00,45.63,73,81,,,,,,,1.4,0.3,838,170.5,170.5,838.1,736.8,2.1,0.43,6.0,1.2,3.80,0.8
1834,36940,30577,43083,37675,21.4903,2.4657,-1.00,47767,35543,1453,0.41,5443,2537,2020,373.84,459.83,518.54,18562,13760,,,67.14,3059,0.01,,,,1.07,2.69,3.25,82.98,,0.49,1.10,-2.47,55.38,1.28,4.00,4.00,,3.33,,,,1.65,4.64,97.31,,,,,,17.05,11.45,44.39,71,80,,,,,,,1.5,0.3,834,160.9,160.9,838.2,752.8,-0.2,-0.04,4.8,0.9,7.10,1.4
1835,39260,32492,45695,40041,22.8411,2.6206,2.76,50674,36330,2127,0.20,5443,2781,2009,394.86,485.27,545.41,18798,13921,,,67.01,3143,4.96,,,,1.06,2.80,3.42,81.87,,0.48,1.06,-3.51,56.91,1.25,4.00,4.00,,3.32,,,,1.77,4.85,95.43,,,,,,16.03,10.10,42.43,69,78,,,,,,,-15.2,-2.8,846,155.1,155.1,834.2,775.8,4.9,0.90,11.9,2.2,12.70,2.3
1836,40197,33261,46899,40996,23.3888,2.6831,2.87,52222,37902,2023,-0.56,5443,2910,2397,427.41,524.89,588.18,19035,14100,,,66.88,3229,1.51,,,,1.12,2.96,3.57,83.06,,0.49,1.16,9.72,53.02,1.41,5.00,4.42,,3.35,,,,1.97,4.82,98.47,,,,,,15.66,10.26,43.05,69,79,,,,,,,-1.4,-0.2,846,143.7,143.7,846.1,776.2,-3.5,-0.60,4.0,0.7,5.60,1.0
1837,39908,33022,46499,40702,23.2077,2.6638,0.00,52438,37431,2387,-0.18,5637,2646,2249,414.78,509.84,572.70,19244,14261,,,66.75,3318,-1.64,,,,1.10,2.66,3.16,84.25,,0.50,1.20,3.62,52.01,1.39,5.00,5.00,,3.31,,,,2.08,5.15,106.19,,,,,,14.04,8.83,39.21,71,76,,,,,,,-0.7,-0.1,842,147.0,147.0,845.5,764.9,-3,-0.52,4.3,0.8,2.40,0.4
1838,41865,34655,48750,42698,24.3022,2.7944,2.73,54535,38531,2750,0.55,5832,3127,2503,436.11,535.57,599.50,19460,14416,,,66.62,3409,1.79,,,,1.10,2.61,3.24,80.55,,0.51,1.25,4.09,50.91,1.45,4.00,4.08,,3.23,,,,2.33,4.83,106.53,,,,,,15.37,9.25,39.20,72,76,,,,,,,-0.4,-0.1,840,140.2,140.2,841.9,780.4,-3.1,-0.52,4.5,0.8,4.10,0.7
1839,42844,35500,49807,43696,24.7779,2.8598,3.07,55690,40026,2853,0.00,6026,3243,2665,453.99,557.09,621.69,19720,14594,,,66.49,3502,-3.21,,,,1.12,2.65,3.45,76.79,,0.52,1.29,3.29,50.05,1.54,6.00,5.17,,3.29,,,,2.30,4.86,110.59,,,,,,14.20,8.12,39.32,67,75,,,,,,,-1.6,-0.3,839,135.0,135.0,840.4,781.9,-8.1,-1.30,-1.3,-0.2,2.70,0.4
1840,43014,35596,50031,43870,24.9678,2.8712,1.54,55332,39161,2853,-0.83,6609,3412,2700,435.24,534.79,599.11,19971,14769,,,66.36,3598,6.01,,,,1.07,2.48,3.42,72.43,,0.52,1.28,-0.97,50.81,1.51,5.00,5.00,,3.35,,,,2.51,4.79,116.34,,,,,,12.91,7.50,36.60,65,71,,,,,,,-1.6,-0.3,839,140.0,140.0,839.0,771.1,-8.9,-1.49,-3.2,-0.5,-1.90,-0.3
1841,41708,34500,48661,42538,24.2312,2.7840,-3.50,54211,38925,1868,-0.69,6804,3561,2690,424.09,521.23,584.13,20198,14937,,,66.23,3726,-2.12,,,,1.07,2.38,3.16,75.26,,0.52,1.26,-1.82,51.75,1.44,5.00,5.00,,3.38,,,,2.46,4.86,114.76,,,,,,13.95,7.61,33.46,65,68,,,,,,,-2.1,-0.4,841,143.9,143.9,838.8,756.6,-2.3,-0.39,2.1,0.4,2.20,0.4
1842,41400,34256,48237,42224,24.0293,2.7634,-6.30,53108,38374,1712,0.53,6998,3473,2556,402.10,494.24,554.76,20410,15073,,,66.10,3859,-2.60,,,,1.02,2.21,3.03,73.07,,0.52,1.19,-5.69,54.55,1.31,4.00,4.25,,3.29,,,,2.59,4.77,113.72,,,,,,14.69,8.24,34.44,68,69,,,,,,,-4.0,-0.7,839,151.2,151.2,840.8,746.4,-2.1,-0.38,2.3,0.4,3.30,0.6
1843,42866,35377,49915,43718,25.1260,2.8612,-5.04,55733,38689,1608,1.44,7193,3853,2605,399.66,492.57,558.52,20624,15264,,,65.97,3996,0.61,,,,0.99,2.15,2.76,77.81,,0.51,1.09,-8.07,58.47,1.18,4.00,4.00,,3.16,,,,3.00,4.79,115.62,,,,,,16.75,9.88,37.08,71,72,,,,,,,1.3,0.2,838,150.1,150.1,838.7,796.6,6.8,1.22,12.9,2.3,14.00,2.5
1844,46062,38158,53601,46978,26.7008,3.0746,-0.20,58408,40733,1712,0.87,7193,4172,2894,433.37,532.63,599.25,20836,15455,,,65.84,4138,5.24,,,,0.99,2.20,2.76,79.61,,0.51,1.13,3.28,56.89,1.20,2.50,3.50,,3.04,,,,3.41,4.86,119.87,,,,,,16.83,10.44,38.17,75,75,,204,,,,,3.4,0.6,834,139.1,139.1,838.3,816.6,6.2,1.03,13.4,2.2,14.30,2.4
1845,48273,39956,56132,49233,28.0977,3.2221,2.06,62200,42621,2438,0.17,6998,4246,3236,460.47,566.23,638.94,21050,15648,,,65.71,4286,1.53,,,,1.01,2.25,2.77,81.34,,0.52,1.13,0.32,57.30,1.30,3.50,2.71,,3.07,,,,4.09,4.87,119.22,,,0.18,,,11.76,10.09,41.05,77,78,,224,,,,,3.8,0.6,830,129.9,129.9,833.8,832.1,2,0.31,10.3,1.6,10.70,1.7
1846,50688,42349,58825,51697,28.5495,3.3834,4.50,65516,43957,3424,0.47,7581,4165,3137,487.59,594.09,649.00,21264,15841,,,65.58,4438,-2.99,,,,1.01,2.22,2.82,78.59,,0.54,1.26,11.88,53.30,1.36,3.00,3.29,,3.16,,,,4.20,4.82,130.44,,,0.19,,,12.57,11.33,42.31,78,79,,228,,,,,2.8,0.4,826,127.3,127.3,829.8,788.8,1.1,0.17,9.4,1.4,10.20,1.6
1847,49980,41858,58026,50974,27.8192,3.3361,0.69,63722,43407,4254,-2.35,7387,4335,3863,516.97,628.29,677.97,21478,16035,,,65.45,4596,-1.31,,,,1.08,2.24,2.94,76.28,,0.55,1.36,7.15,51.01,1.46,5.00,5.29,,3.46,,,,3.54,4.79,129.18,,,0.18,,,10.08,9.07,43.54,72,78,,196,,,,,-3.0,-0.4,832,122.7,122.7,826.1,759.4,-13.8,-2.04,-6.4,-0.9,-3.50,-0.5
1848,51495,42828,59733,52519,29.1613,3.4372,1.32,64580,44586,3787,1.66,8164,4253,3684,480.66,588.64,647.71,21693,16230,,,65.32,4760,3.56,,,,0.99,1.99,2.43,81.84,,0.53,1.16,-14.40,57.09,1.21,3.00,3.63,,3.52,,,,3.44,4.87,117.15,,,0.17,,,10.06,8.48,40.74,68,73,,192,,,,,-1.2,-0.2,831,128.4,128.4,831.6,748.8,-4.9,-0.76,1.1,0.2,2.00,0.3
1849,52159,43084,60623,53197,30.0151,3.4816,0.28,63108,45609,3580,-0.58,8164,5495,4230,477.88,589.58,660.33,21908,16426,,,65.20,4929,2.00,,,,0.97,1.90,2.43,78.14,,0.52,1.11,-4.09,58.47,1.15,2.50,2.92,,3.25,,,,3.36,4.81,114.70,,,0.17,,,10.80,9.05,38.63,66,71,,223,,,,,1.6,0.2,829,125.5,125.5,831.4,763.1,-1.7,-0.26,2.9,0.4,3.20,0.5
1850,51526,42485,59878,52551,29.6191,3.4393,-3.25,63019,45451,2957,-1.01,8164,5841,4075,442.07,546.20,610.53,22123,16622,,,65.07,5104,-0.89,,,,0.91,1.97,2.56,76.80,,0.52,1.07,-4.26,60.78,1.18,3.00,2.54,,3.13,,,,3.99,4.87,108.75,,,0.16,,,11.30,9.36,39.52,68,72,,238,,,,,2.4,0.4,824,134.9,134.9,828.9,797.6,5,0.82,11.6,1.9,11.40,1.9
1851,53894,44345,62607,54966,30.9614,3.5974,-1.08,64097,47260,3009,1.17,8164,6187,4360,452.10,560.37,627.83,22338,16820,,,64.94,5240,1.35,,,,0.90,1.94,2.54,76.05,,0.52,1.04,-2.10,62.08,1.16,3.00,3.00,,3.11,,,,4.28,4.91,109.71,,,0.16,,,11.67,10.02,40.83,69,75,,241,,,,,2.3,0.4,818,130.3,130.3,823.7,796.0,3.4,0.54,10.4,1.7,10.40,1.7
1852,55609,45692,64595,56716,31.9417,3.7118,-0.25,67194,47653,3320,-0.28,8359,6505,4230,468.91,581.59,650.24,22564,17018,,,64.81,5381,2.41,,,,0.90,1.93,2.63,73.21,,0.53,1.06,1.37,62.06,1.20,2.00,2.13,,3.03,,,,5.53,4.90,109.78,,,0.16,,,12.56,10.38,49.48,79,86,,281,,,,,2.0,0.3,814,125.1,125.1,818.0,788.6,8.3,1.28,15.5,2.4,11.90,1.8
1853,57530,47353,66869,58675,32.7964,3.8401,0.86,69454,49462,3268,0.00,8164,7489,4995,529.27,655.29,727.01,22789,17218,,,64.69,5510,0.16,,,,0.98,2.13,3.01,70.70,,0.56,1.22,15.66,56.99,1.45,5.00,3.79,,3.10,5.00,,,5.11,4.89,126.62,,,0.18,,,12.08,10.42,56.51,87,94,,284,,,,,2.7,0.4,804,110.5,110.5,813.5,809.2,1.4,0.19,9.8,1.3,6.70,0.9
1854,59762,49449,69367,60951,33.5254,3.9890,2.43,72802,49855,3320,-0.13,8942,7448,4822,582.84,717.51,782.40,23015,17418,,,64.56,5674,2.75,,,,1.03,2.14,3.20,66.88,,0.59,1.32,7.91,55.82,1.57,5.00,5.13,,3.30,5.00,,4.08,5.15,4.88,125.58,,,0.19,,,9.63,8.44,58.49,89,96,,293,,,,,-5.5,-0.7,806,103.0,103.0,803.6,732.1,0,0.00,9.4,1.2,7.60,1.0
